date,candidate_area_m2,confirmed_area_m2
2021-07-12,4900.0,700.0
2021-07-17,3300.0,700.0
2021-07-22,3500.0,700.0
2021-07-27,9600.0,700.0
2021-08-01,8100.0,700.0
2021-08-06,700.0,700.0
2021-08-11,1200.0,700.0
2021-08-16,700.0,700.0
2021-08-21,700.0,700.0
2021-08-26,700.0,700.0
2021-08-31,900.0,700.0
2021-09-05,900.0,700.0
2021-09-10,700.0,700.0
2021-09-15,1100.0,700.0
2021-09-20,700.0,700.0
2021-09-25,700.0,700.0
2021-09-30,900.0,700.0
2021-10-05,700.0,700.0
2021-10-10,800.0,700.0
2021-10-15,800.0,700.0
2021-10-20,700.0,700.0
2021-10-25,900.0,700.0
2021-10-30,800.0,700.0
2021-11-04,1100.0,700.0
2021-11-14,1500.0,700.0
2021-11-19,700.0,700.0
2021-11-24,1400.0,700.0
2021-11-29,1700.0,700.0
2021-12-04,2900.0,700.0
2021-12-09,700.0,700.0
2021-12-19,3200.0,700.0
2021-12-24,4400.0,700.0
2021-12-29,700.0,700.0
2022-01-03,3100.0,700.0
2022-01-08,3100.0,700.0
2022-01-13,700.0,700.0
2022-01-18,8200.0,700.0
2022-01-23,800.0,700.0
2022-01-28,1700.0,700.0
2022-02-02,3500.0,700.0
2022-02-07,3200.0,700.0
2022-02-12,3200.0,700.0
2022-02-17,3200.0,700.0
2022-02-22,4000.0,700.0
2022-02-27,5100.0,700.0
2022-03-04,5500.0,700.0
2022-03-09,5600.0,700.0
2022-03-14,6200.0,800.0
2022-03-19,5800.0,800.0
2022-03-24,6900.0,1700.0
2022-03-29,6900.0,2900.0
2022-04-03,9000.0,2900.0
2022-04-08,7800.0,3200.0
2022-04-13,3200.0,3200.0
2022-04-18,9600.0,3200.0
2022-04-23,11900.0,4000.0
2022-04-28,17500.0,5100.0
2022-05-03,18500.0,5500.0
2022-05-08,16700.0,5600.0
2022-05-13,15900.0,5800.0
2022-05-18,18500.0,5800.0
2022-05-23,25300.0,6900.0
2022-05-28,22500.0,6900.0
2022-06-02,25300.0,7800.0
2022-06-07,25400.0,7800.0
2022-06-12,26500.0,9600.0
2022-06-17,18400.0,10400.0
2022-06-22,26500.0,14600.0
2022-06-27,15500.0,14600.0
2022-07-02,18600.0,14700.0
2022-07-07,18600.0,14700.0
2022-07-12,24500.0,15000.0
2022-07-17,23400.0,15300.0
2022-07-22,17400.0,15700.0
2022-07-27,19300.0,16000.0
2022-08-01,21100.0,16000.0
2022-08-06,23600.0,16000.0
2022-08-11,16000.0,16000.0
2022-08-16,16000.0,16000.0
2022-08-21,16000.0,16000.0
2022-08-26,16000.0,16000.0
2022-08-31,18600.0,16000.0
2022-09-05,17200.0,16000.0
2022-09-10,16000.0,16000.0
2022-09-15,16000.0,16000.0
2022-09-20,16000.0,16000.0
2022-09-25,16000.0,16000.0
2022-09-30,17500.0,16000.0
2022-10-05,16000.0,16000.0
2022-10-10,16400.0,16000.0
2022-10-15,16900.0,16000.0
2022-10-20,17200.0,16000.0
2022-10-25,17200.0,16000.0
2022-10-30,17200.0,16000.0
2022-11-04,17300.0,16000.0
2022-11-09,18800.0,16000.0
2022-11-14,18600.0,16000.0
2022-11-19,20000.0,16100.0
2022-11-24,19900.0,16100.0
2022-11-29,21200.0,16100.0
2022-12-04,21700.0,16900.0
2022-12-09,21900.0,16900.0
2022-12-14,21900.0,17200.0
2022-12-19,22300.0,17200.0
2022-12-24,22500.0,17200.0
2022-12-29,22800.0,17300.0
2023-01-03,21900.0,18400.0
2023-01-08,22500.0,18600.0
2023-01-13,22400.0,19800.0
2023-01-18,22500.0,19900.0
2023-01-23,22700.0,21200.0
2023-01-28,23000.0,21700.0
2023-02-02,23100.0,21900.0
2023-02-07,23200.0,21900.0
2023-02-12,23200.0,21900.0
2023-02-17,24000.0,21900.0
2023-02-22,24100.0,21900.0
2023-02-27,24100.0,21900.0
2023-03-04,24500.0,22400.0
2023-03-09,24500.0,22400.0
2023-03-14,22400.0,22400.0
2023-03-19,24800.0,22400.0
2023-03-24,25200.0,22400.0
2023-03-29,25500.0,22400.0
2023-04-03,25500.0,22400.0
2023-04-08,22400.0,22400.0
2023-04-13,26100.0,22400.0
2023-04-18,26200.0,22400.0
2023-04-23,26200.0,22700.0
2023-04-28,22700.0,22700.0
2023-05-03,22700.0,22700.0
2023-05-08,22700.0,22700.0
2023-05-13,26300.0,22800.0
2023-05-18,26100.0,22800.0
2023-05-23,23200.0,22800.0
2023-05-28,26100.0,22900.0
2023-06-02,26100.0,22900.0
2023-06-07,26100.0,23700.0
2023-06-12,26100.0,24100.0
2023-06-17,26100.0,24300.0
2023-06-22,24300.0,24300.0
2023-06-27,25500.0,24300.0
2023-07-02,24300.0,24300.0
2023-07-07,24300.0,24300.0
2023-07-12,24300.0,24300.0
2023-07-17,24300.0,24300.0
2023-07-22,26500.0,24300.0
2023-07-27,24300.0,24300.0
2023-08-01,24300.0,24300.0
2023-08-06,24300.0,24300.0
2023-08-11,25200.0,24300.0
2023-08-16,26100.0,24300.0
2023-08-21,24300.0,24300.0
2023-08-26,25900.0,24300.0
2023-08-31,26100.0,24300.0
2023-09-05,24300.0,24300.0
2023-09-10,24300.0,24300.0
2023-09-15,24300.0,24300.0
2023-09-20,24300.0,24300.0
2023-09-25,24300.0,24300.0
2023-09-30,25900.0,24300.0
2023-10-05,24300.0,24300.0
2023-10-10,26100.0,24300.0
2023-10-15,26100.0,24300.0
2023-10-20,26100.0,24300.0
2023-10-25,26100.0,24300.0
2023-10-30,24300.0,24300.0
2023-11-04,26100.0,24300.0
2023-11-09,26100.0,24300.0
2023-11-14,26100.0,24300.0
2023-11-19,26100.0,24300.0
2023-11-24,26100.0,24400.0
2023-11-29,24400.0,24400.0
2023-12-04,26000.0,24400.0
2023-12-09,24400.0,24400.0
2023-12-14,26100.0,24400.0
2023-12-19,26100.0,24400.0
2023-12-24,26100.0,24400.0
2023-12-29,24400.0,24400.0
2024-01-03,24400.0,24400.0
2024-01-08,24400.0,24400.0
2024-01-13,26100.0,24400.0
2024-01-18,24400.0,24400.0
2024-01-23,26100.0,24400.0
2024-01-28,24400.0,24400.0
2024-02-02,26100.0,24400.0
2024-02-07,26000.0,24400.0
2024-02-12,24400.0,24400.0
2024-02-17,26100.0,24400.0
2024-02-22,26100.0,24400.0
2024-02-27,26000.0,24400.0
2024-03-03,24700.0,24400.0
2024-03-08,26100.0,24400.0
2024-03-13,26100.0,24400.0
2024-03-18,26100.0,24400.0
2024-03-23,26100.0,24400.0
2024-03-28,24400.0,24400.0
2024-04-02,26100.0,24400.0
2024-04-07,24400.0,24400.0
2024-04-12,24400.0,24400.0
2024-04-17,26200.0,24400.0
2024-04-22,24400.0,24400.0
2024-04-27,24400.0,24400.0
2024-05-02,26400.0,24400.0
2024-05-07,26400.0,24400.0
2024-05-12,26100.0,24400.0
2024-05-17,24400.0,24400.0
2024-05-22,26500.0,24400.0
2024-05-27,26500.0,24400.0
2024-06-01,26400.0,24400.0
2024-06-06,24400.0,24400.0
2024-06-11,24400.0,24400.0
2024-06-16,26500.0,24400.0
2024-06-21,24400.0,24400.0
2024-06-26,24400.0,24400.0
2024-07-01,24400.0,24400.0
2024-07-06,24400.0,24400.0
2024-07-11,24400.0,24400.0
2024-07-16,24400.0,24400.0
2024-07-21,24400.0,24400.0
2024-07-26,24900.0,24400.0
2024-07-31,24900.0,24400.0
2024-08-05,24400.0,24400.0
2024-08-10,24400.0,24400.0
2024-08-15,24400.0,24400.0
2024-08-20,24400.0,24400.0
2024-08-25,24400.0,24400.0
2024-08-30,24400.0,24400.0
2024-09-04,24400.0,24400.0
2024-09-14,24400.0,24400.0
2024-09-19,24500.0,24400.0
2024-09-24,24400.0,24400.0
2024-09-29,24400.0,24400.0
2024-10-04,24700.0,24400.0
2024-10-09,25200.0,24400.0
2024-10-14,24400.0,24400.0
2024-10-19,25200.0,24400.0
2024-10-24,25500.0,24400.0
2024-10-29,25300.0,24400.0
2024-11-03,25300.0,24400.0
2024-11-08,25400.0,24400.0
2024-11-13,25400.0,24400.0
2024-11-18,25400.0,24400.0
2024-11-23,25400.0,24400.0
2024-11-28,25400.0,24400.0
2024-12-03,25700.0,24500.0
2024-12-08,24500.0,24500.0
2024-12-13,25700.0,24500.0
2024-12-18,26100.0,24500.0
2024-12-23,25800.0,24500.0
2024-12-28,24500.0,24500.0
2025-01-02,25100.0,24500.0
2025-01-07,25000.0,24500.0
2025-01-12,24500.0,24500.0
2025-01-17,25500.0,24500.0
2025-01-22,25400.0,24500.0
2025-01-27,25700.0,24500.0
2025-02-01,26000.0,24500.0
2025-02-06,26000.0,24500.0
2025-02-11,26000.0,24500.0
2025-02-16,26000.0,24600.0
2025-02-21,26000.0,24600.0
2025-02-26,24600.0,24600.0
2025-03-03,26500.0,24600.0
2025-03-08,26500.0,24600.0
2025-03-13,26500.0,24600.0
2025-03-15,26500.0,24600.0
2025-03-18,26500.0,25300.0
2025-03-23,26500.0,25300.0
2025-03-28,26500.0,25600.0
2025-04-02,25600.0,25600.0
2025-04-04,26500.0,25600.0
2025-04-07,26500.0,25700.0
2025-04-12,26500.0,25700.0
2025-04-17,26500.0,25700.0
2025-04-22,26500.0,25700.0
2025-04-24,26500.0,25700.0
2025-04-27,26500.0,25700.0
2025-05-02,26500.0,26300.0
2025-05-07,26500.0,26300.0
2025-05-12,26300.0,26300.0
2025-05-14,26300.0,26300.0
2025-05-17,26500.0,26300.0
2025-05-22,26300.0,26300.0
2025-05-27,26300.0,26300.0
2025-06-01,26300.0,26300.0
2025-06-03,26300.0,26300.0
2025-06-06,26500.0,26300.0
2025-06-11,26500.0,26300.0
2025-06-16,26500.0,26300.0
2025-06-21,26300.0,26300.0
2025-06-23,26300.0,26300.0
2025-06-26,26300.0,26300.0
2025-07-01,26300.0,26300.0
2025-07-06,26300.0,26300.0
2025-07-11,26300.0,26300.0
2025-07-13,26300.0,26300.0
2025-07-16,26300.0,26300.0
2025-07-21,26500.0,26300.0
2025-07-26,26300.0,26300.0
2025-07-31,26300.0,26300.0
2025-08-02,26300.0,26300.0
2025-08-05,26300.0,26300.0
2025-08-10,26300.0,26300.0
2025-08-15,26300.0,26300.0
2025-08-20,26500.0,26300.0
2025-08-22,26300.0,26300.0
2025-08-25,26300.0,26300.0
2025-08-30,26300.0,26300.0
2025-09-04,26300.0,26300.0
2025-09-11,26300.0,26300.0
2025-09-14,26300.0,26300.0
2025-09-19,26300.0,26300.0
2025-09-24,26500.0,26300.0
2025-09-29,26300.0,26300.0
2025-10-01,26300.0,26300.0
2025-10-04,26300.0,26300.0
2025-10-09,26300.0,26300.0
2025-10-14,26500.0,26300.0
2025-10-19,26500.0,26300.0
2025-10-21,26300.0,26300.0
2025-10-24,26300.0,26300.0
2025-10-29,26300.0,26300.0
2025-11-08,26500.0,26300.0
2025-11-10,26500.0,26300.0
2025-11-13,26500.0,26300.0
2025-11-18,26500.0,26300.0
2025-11-23,26500.0,26300.0
2025-11-28,26500.0,26300.0
2025-11-30,26300.0,26300.0
2025-12-03,26500.0,26300.0
2025-12-08,26500.0,26300.0
2025-12-13,26500.0,26300.0
2025-12-18,26500.0,26300.0
2025-12-20,26500.0,26300.0
2025-12-23,26300.0,26300.0
2025-12-28,26500.0,26300.0
