date,candidate_area_m2,confirmed_area_m2
2020-01-21,3300.0,3300.0
2020-01-26,3300.0,3300.0
2020-01-31,3300.0,3300.0
2020-02-05,3300.0,3300.0
2020-02-10,3300.0,3300.0
2020-02-15,3300.0,3300.0
2020-02-20,3300.0,3300.0
2020-02-25,3300.0,3300.0
2020-03-01,3300.0,3300.0
2020-03-06,3300.0,3300.0
2020-03-11,3300.0,3300.0
2020-03-16,3300.0,3300.0
2020-03-21,3300.0,3300.0
2020-03-26,3300.0,3300.0
2020-03-31,3300.0,3300.0
2020-04-05,3300.0,3300.0
2020-04-10,3300.0,3300.0
2020-04-15,3300.0,3300.0
2020-04-20,3300.0,3300.0
2020-04-25,3700.0,3300.0
2020-04-30,3300.0,3300.0
2020-05-05,3300.0,3300.0
2020-05-10,3300.0,3300.0
2020-05-15,3500.0,3300.0
2020-05-20,3300.0,3300.0
2020-05-25,3300.0,3300.0
2020-05-30,3300.0,3300.0
2020-06-04,3300.0,3300.0
2020-06-09,3500.0,3300.0
2020-06-14,3300.0,3300.0
2020-06-19,3300.0,3300.0
2020-06-24,3300.0,3300.0
2020-06-29,3500.0,3300.0
2020-07-04,3300.0,3300.0
2020-07-09,3300.0,3300.0
2020-07-14,3300.0,3300.0
2020-07-19,3300.0,3300.0
2020-07-24,3300.0,3300.0
2020-07-29,3300.0,3300.0
2020-08-03,3300.0,3300.0
2020-08-08,3300.0,3300.0
2020-08-13,3300.0,3300.0
2020-08-18,3300.0,3300.0
2020-08-23,3300.0,3300.0
2020-08-28,3300.0,3300.0
2020-09-02,3300.0,3300.0
2020-09-07,3300.0,3300.0
2020-09-12,3300.0,3300.0
2020-09-17,3300.0,3300.0
2020-09-22,3300.0,3300.0
2020-09-27,3300.0,3300.0
2020-10-02,3300.0,3300.0
2020-10-07,3300.0,3300.0
2020-10-12,3300.0,3300.0
2020-10-17,3300.0,3300.0
2020-10-22,3300.0,3300.0
2020-10-27,3300.0,3300.0
2020-11-01,3300.0,3300.0
2020-11-06,3300.0,3300.0
2020-11-11,3300.0,3300.0
2020-11-16,3300.0,3300.0
2020-11-21,3300.0,3300.0
2020-11-26,3300.0,3300.0
2020-12-01,3300.0,3300.0
2020-12-06,3300.0,3300.0
2020-12-11,3300.0,3300.0
2020-12-16,3300.0,3300.0
2020-12-21,3300.0,3300.0
2020-12-26,3300.0,3300.0
2020-12-31,3300.0,3300.0
2021-01-05,3300.0,3300.0
2021-01-10,3300.0,3300.0
2021-01-15,3300.0,3300.0
2021-01-20,3300.0,3300.0
2021-01-25,3300.0,3300.0
2021-01-30,3300.0,3300.0
2021-02-04,3300.0,3300.0
2021-02-09,3300.0,3300.0
2021-02-14,3300.0,3300.0
2021-02-19,3300.0,3300.0
2021-02-24,3300.0,3300.0
2021-03-01,3300.0,3300.0
2021-03-06,3300.0,3300.0
2021-03-11,3300.0,3300.0
2021-03-16,3300.0,3300.0
2021-03-21,3300.0,3300.0
2021-03-26,3500.0,3300.0
2021-03-31,3300.0,3300.0
2021-04-05,3600.0,3300.0
2021-04-10,3600.0,3300.0
2021-04-15,3300.0,3300.0
2021-04-20,3600.0,3300.0
2021-04-25,4300.0,3300.0
2021-04-30,4300.0,3300.0
2021-05-05,4000.0,3300.0
2021-05-10,3300.0,3300.0
2021-05-15,4300.0,3300.0
2021-05-20,3300.0,3300.0
2021-05-25,3300.0,3300.0
2021-05-30,4300.0,3300.0
2021-06-04,4300.0,3300.0
2021-06-09,3300.0,3300.0
2021-06-14,3300.0,3300.0
2021-06-19,3300.0,3300.0
2021-06-24,3300.0,3300.0
2021-06-29,3300.0,3300.0
2021-07-04,3300.0,3300.0
2021-07-09,3300.0,3300.0
2021-07-14,3300.0,3300.0
2021-07-19,3300.0,3300.0
2021-07-24,3300.0,3300.0
2021-07-29,3300.0,3300.0
2021-08-03,3300.0,3300.0
2021-08-08,4300.0,3300.0
2021-08-13,3700.0,3300.0
2021-08-18,3300.0,3300.0
2021-08-23,3300.0,3300.0
2021-08-28,4100.0,3300.0
2021-09-02,4300.0,3300.0
2021-09-07,3300.0,3300.0
2021-09-12,3300.0,3300.0
2021-09-17,3300.0,3300.0
2021-09-22,3300.0,3300.0
2021-09-27,3300.0,3300.0
2021-10-02,4300.0,3300.0
2021-10-07,3300.0,3300.0
2021-10-12,3700.0,3300.0
2021-10-17,3300.0,3300.0
2021-10-22,3500.0,3300.0
2021-10-27,3300.0,3300.0
2021-11-01,3500.0,3300.0
2021-11-06,3300.0,3300.0
2021-11-11,3300.0,3300.0
2021-11-16,3600.0,3300.0
2021-11-21,3300.0,3300.0
2021-11-26,3300.0,3300.0
2021-12-01,3500.0,3300.0
2021-12-06,3500.0,3300.0
2021-12-11,3500.0,3300.0
2021-12-16,3500.0,3300.0
2021-12-21,3500.0,3300.0
2021-12-26,3500.0,3300.0
2021-12-31,3300.0,3300.0
2022-01-05,3500.0,3300.0
2022-01-10,3300.0,3300.0
2022-01-15,4300.0,3300.0
2022-01-20,3300.0,3300.0
2022-01-25,3300.0,3300.0
2022-01-30,3300.0,3300.0
2022-02-04,3300.0,3300.0
2022-02-09,3500.0,3300.0
2022-02-14,3300.0,3300.0
2022-02-19,3300.0,3300.0
2022-02-24,3500.0,3300.0
2022-03-01,3300.0,3300.0
2022-03-06,3300.0,3300.0
2022-03-11,3500.0,3300.0
2022-03-16,3500.0,3300.0
2022-03-21,3500.0,3300.0
2022-03-26,3500.0,3300.0
2022-03-31,3600.0,3300.0
2022-04-05,3600.0,3300.0
2022-04-10,3800.0,3300.0
2022-04-15,3500.0,3300.0
2022-04-20,3900.0,3300.0
2022-04-25,3600.0,3300.0
2022-04-30,3900.0,3300.0
2022-05-05,3900.0,3300.0
2022-05-10,4100.0,3300.0
2022-05-15,4000.0,3300.0
2022-05-20,3900.0,3300.0
2022-05-25,3900.0,3300.0
2022-05-30,3300.0,3300.0
2022-06-04,4000.0,3600.0
2022-06-09,4400.0,3600.0
2022-06-14,4000.0,3600.0
2022-06-19,3600.0,3600.0
2022-06-24,4000.0,3600.0
2022-06-29,3600.0,3600.0
2022-07-04,3600.0,3600.0
2022-07-09,3600.0,3600.0
2022-07-14,3600.0,3600.0
2022-07-19,3600.0,3600.0
2022-07-24,3600.0,3600.0
2022-07-29,3600.0,3600.0
2022-08-03,3600.0,3600.0
2022-08-08,3600.0,3600.0
2022-08-13,3600.0,3600.0
2022-08-18,3600.0,3600.0
2022-08-23,3600.0,3600.0
2022-08-28,3600.0,3600.0
2022-09-02,3600.0,3600.0
2022-09-07,3600.0,3600.0
2022-09-12,3600.0,3600.0
2022-09-17,3600.0,3600.0
2022-09-22,3600.0,3600.0
2022-09-27,3600.0,3600.0
2022-10-02,3600.0,3600.0
2022-10-07,3600.0,3600.0
2022-10-12,3600.0,3600.0
2022-10-17,3600.0,3600.0
2022-10-22,3600.0,3600.0
2022-10-27,3600.0,3600.0
2022-11-01,3600.0,3600.0
2022-11-06,3600.0,3600.0
2022-11-11,3600.0,3600.0
2022-11-16,3600.0,3600.0
2022-11-21,3600.0,3600.0
2022-11-26,3600.0,3600.0
2022-12-01,3600.0,3600.0
2022-12-06,3600.0,3600.0
2022-12-11,3600.0,3600.0
2022-12-16,3600.0,3600.0
2022-12-21,3600.0,3600.0
2022-12-26,3600.0,3600.0
2022-12-31,3600.0,3600.0
2023-01-05,3600.0,3600.0
2023-01-10,3600.0,3600.0
2023-01-15,3600.0,3600.0
2023-01-20,3600.0,3600.0
2023-01-25,3600.0,3600.0
2023-01-30,3600.0,3600.0
2023-02-04,3600.0,3600.0
2023-02-09,3600.0,3600.0
2023-02-14,3600.0,3600.0
2023-02-19,3600.0,3600.0
2023-02-24,3600.0,3600.0
2023-03-01,3600.0,3600.0
2023-03-06,3600.0,3600.0
2023-03-11,3600.0,3600.0
2023-03-16,3600.0,3600.0
2023-03-21,3600.0,3600.0
2023-03-26,3600.0,3600.0
2023-03-31,3600.0,3600.0
2023-04-05,3600.0,3600.0
2023-04-10,3600.0,3600.0
2023-04-15,3600.0,3600.0
2023-04-20,3600.0,3600.0
2023-04-25,3600.0,3600.0
2023-04-30,3600.0,3600.0
2023-05-05,3600.0,3600.0
2023-05-10,3600.0,3600.0
2023-05-15,3700.0,3600.0
2023-05-20,3800.0,3600.0
2023-05-25,3800.0,3600.0
2023-05-30,3600.0,3600.0
2023-06-04,4400.0,3600.0
2023-06-09,3800.0,3600.0
2023-06-14,3600.0,3600.0
2023-06-19,3600.0,3600.0
2023-06-24,3600.0,3600.0
2023-06-29,3600.0,3600.0
2023-07-04,3800.0,3600.0
2023-07-09,3600.0,3600.0
2023-07-14,3600.0,3600.0
2023-07-19,3600.0,3600.0
2023-07-24,3600.0,3600.0
2023-07-29,3600.0,3600.0
2023-08-03,3600.0,3600.0
2023-08-08,3600.0,3600.0
2023-08-13,3800.0,3600.0
2023-08-18,3600.0,3600.0
2023-08-23,3600.0,3600.0
2023-08-28,3600.0,3600.0
2023-09-02,3600.0,3600.0
2023-09-07,3600.0,3600.0
2023-09-12,3600.0,3600.0
2023-09-17,3600.0,3600.0
2023-09-22,3600.0,3600.0
2023-09-27,3600.0,3600.0
2023-10-02,3600.0,3600.0
2023-10-07,3600.0,3600.0
2023-10-12,3600.0,3600.0
2023-10-17,3600.0,3600.0
2023-10-22,3600.0,3600.0
2023-10-27,3600.0,3600.0
2023-11-01,3600.0,3600.0
2023-11-06,3600.0,3600.0
2023-11-11,3600.0,3600.0
2023-11-16,3600.0,3600.0
2023-11-21,3600.0,3600.0
2023-11-26,3600.0,3600.0
2023-12-01,3600.0,3600.0
2023-12-06,3600.0,3600.0
2023-12-11,3600.0,3600.0
2023-12-16,3600.0,3600.0
2023-12-21,3600.0,3600.0
2023-12-26,3600.0,3600.0
2023-12-31,3600.0,3600.0
2024-01-05,3600.0,3600.0
2024-01-10,3600.0,3600.0
2024-01-15,3600.0,3600.0
2024-01-20,3600.0,3600.0
2024-01-25,3600.0,3600.0
2024-01-30,3600.0,3600.0
2024-02-04,3600.0,3600.0
2024-02-09,3600.0,3600.0
2024-02-14,3600.0,3600.0
2024-02-19,3600.0,3600.0
2024-02-24,3600.0,3600.0
2024-02-29,3600.0,3600.0
2024-03-05,3600.0,3600.0
2024-03-10,3600.0,3600.0
2024-03-15,3600.0,3600.0
2024-03-20,3600.0,3600.0
2024-03-25,3600.0,3600.0
2024-03-30,3600.0,3600.0
2024-04-04,3600.0,3600.0
2024-04-09,3600.0,3600.0
2024-04-14,3600.0,3600.0
2024-04-19,3600.0,3600.0
2024-04-24,3600.0,3600.0
2024-04-29,3600.0,3600.0
2024-05-04,3600.0,3600.0
2024-05-09,3600.0,3600.0
2024-05-14,3600.0,3600.0
2024-05-19,3600.0,3600.0
2024-05-24,3600.0,3600.0
2024-05-29,3600.0,3600.0
2024-06-03,3600.0,3600.0
2024-06-08,3600.0,3600.0
2024-06-13,3600.0,3600.0
2024-06-18,3600.0,3600.0
2024-06-23,3600.0,3600.0
2024-06-28,3600.0,3600.0
2024-07-03,3600.0,3600.0
2024-07-08,3600.0,3600.0
2024-07-13,3600.0,3600.0
2024-07-18,3600.0,3600.0
2024-07-23,3600.0,3600.0
2024-07-28,3600.0,3600.0
2024-08-02,3600.0,3600.0
2024-08-07,3600.0,3600.0
2024-08-12,3600.0,3600.0
2024-08-17,3600.0,3600.0
2024-08-22,3600.0,3600.0
2024-08-27,3600.0,3600.0
2024-09-01,3600.0,3600.0
2024-09-06,3600.0,3600.0
2024-09-11,3600.0,3600.0
2024-09-16,3600.0,3600.0
2024-09-21,3600.0,3600.0
2024-09-26,3600.0,3600.0
2024-10-01,3600.0,3600.0
2024-10-06,3600.0,3600.0
2024-10-11,3600.0,3600.0
2024-10-16,3600.0,3600.0
2024-10-21,3600.0,3600.0
2024-10-26,3600.0,3600.0
2024-10-31,3600.0,3600.0
2024-11-05,3600.0,3600.0
2024-11-10,3600.0,3600.0
2024-11-15,3600.0,3600.0
2024-11-20,3600.0,3600.0
2024-11-25,3600.0,3600.0
2024-11-30,3600.0,3600.0
2024-12-10,3600.0,3600.0
2024-12-15,3600.0,3600.0
2024-12-20,3600.0,3600.0
2024-12-25,3600.0,3600.0
2024-12-30,3600.0,3600.0
