date,excavated_area_m2,normalized_excavation
2017-01-14,4700.0,0.0746899668875428
2017-01-24,5000.0,0.07945741158249234
2017-02-23,6700.0,0.10647293152053973
2017-04-04,12500.0,0.19864352895623083
2017-04-24,49700.0,0.7898066711299738
2017-05-14,49700.0,0.7898066711299738
2017-06-03,49700.0,0.7898066711299738
2017-10-16,49700.0,0.7898066711299738
2017-11-10,49700.0,0.7898066711299738
2017-11-25,49700.0,0.7898066711299738
2017-11-30,49700.0,0.7898066711299738
2017-12-05,49700.0,0.7898066711299738
2017-12-15,49700.0,0.7898066711299738
2017-12-25,49700.0,0.7898066711299738
2018-01-09,49700.0,0.7898066711299738
2018-01-14,49700.0,0.7898066711299738
2018-01-24,49700.0,0.7898066711299738
2018-01-29,49700.0,0.7898066711299738
2018-02-03,49700.0,0.7898066711299738
2018-02-08,49700.0,0.7898066711299738
2018-02-23,49700.0,0.7898066711299738
2018-03-10,49700.0,0.7898066711299738
2018-03-30,49700.0,0.7898066711299738
2018-04-09,49700.0,0.7898066711299738
2018-04-19,49700.0,0.7898066711299738
2018-10-01,49700.0,0.7898066711299738
2018-10-16,49700.0,0.7898066711299738
2018-10-26,49700.0,0.7898066711299738
2018-11-15,49700.0,0.7898066711299738
2018-11-20,49700.0,0.7898066711299738
2018-11-25,49700.0,0.7898066711299738
2018-12-15,49700.0,0.7898066711299738
2018-12-20,49700.0,0.7898066711299738
2018-12-25,49700.0,0.7898066711299738
2018-12-30,49700.0,0.7898066711299738
2019-01-04,49700.0,0.7898066711299738
2019-01-09,49700.0,0.7898066711299738
2019-01-14,49700.0,0.7898066711299738
2019-01-19,49700.0,0.7898066711299738
2019-01-24,49700.0,0.7898066711299738
2019-01-29,49700.0,0.7898066711299738
2019-02-03,49700.0,0.7898066711299738
2019-02-08,49700.0,0.7898066711299738
2019-02-13,49700.0,0.7898066711299738
2019-02-18,49700.0,0.7898066711299738
2019-02-23,49700.0,0.7898066711299738
2019-02-28,49700.0,0.7898066711299738
2019-03-05,49700.0,0.7898066711299738
2019-03-10,49700.0,0.7898066711299738
2019-03-15,49700.0,0.7898066711299738
2019-03-20,49700.0,0.7898066711299738
2019-03-25,49700.0,0.7898066711299738
2019-03-30,49700.0,0.7898066711299738
2019-04-04,49700.0,0.7898066711299738
2019-04-09,49700.0,0.7898066711299738
2019-04-14,49700.0,0.7898066711299738
2019-04-19,49700.0,0.7898066711299738
2019-04-24,49700.0,0.7898066711299738
2019-04-29,50100.0,0.7961632640565732
2019-05-04,50100.0,0.7961632640565732
2019-05-09,50100.0,0.7961632640565732
2019-05-14,50100.0,0.7961632640565732
2019-05-19,50100.0,0.7961632640565732
2019-05-24,50100.0,0.7961632640565732
2019-05-29,50100.0,0.7961632640565732
2019-06-03,50100.0,0.7961632640565732
2019-06-08,50100.0,0.7961632640565732
2019-06-13,50100.0,0.7961632640565732
2019-06-18,50100.0,0.7961632640565732
2019-06-23,50100.0,0.7961632640565732
2019-06-28,50100.0,0.7961632640565732
2019-07-03,50100.0,0.7961632640565732
2019-07-08,50100.0,0.7961632640565732
2019-07-13,50100.0,0.7961632640565732
2019-07-18,50100.0,0.7961632640565732
